Idade,Genero,Estado,UF,Regiao,Nivel de Ensino,Area de Formacao,Cargo,Nivel,Faixa Salarial,Tempo de Experiencia,Forma de Trabalho
32.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo 100% remoto
21.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Engenheiro de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
28.0,Masculino,Goiás,GO,Centro-Oeste,Mestrado,Outras Engenharias,Engenheiro de Machine Learning,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto
33.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Inteligência de Mercado,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30.0,Masculino,Fora do Brasil,Exterior,Exterior,Não tenho graduação formal,,Engenheiro de Dados,Sênior,Acima de R$ 40.001/mês,de 6 a 10 anos,Modelo 100% remoto
29.0,Masculino,São Paulo,SP,Sudeste,Prefiro não informar,,Outro,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% presencial
20.0,Outro,Paraná,PR,Sul,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Marketing,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% remoto
37.0,Masculino,Distrito Federal,DF,Centro-Oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Outras,Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Técnico,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial
30.0,Masculino,Espírito Santo,ES,Sudeste,Mestrado,Química / Física,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial
32.0,Masculino,Goiás,GO,Centro-Oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
23.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% presencial
34.0,Feminino,Santa Catarina,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial
34.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
28.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
28.0,Feminino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Negócios,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
39.0,Feminino,Paraíba,PB,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional,Professor,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 6 a 10 anos,Modelo 100% remoto
23.0,Masculino,Sergipe,SE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
29.0,Masculino,Ceará,CE,Nordeste,Estudante de Graduação,Química / Física,Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% remoto
26.0,Masculino,Santa Catarina,SC,Sul,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
24.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto
20.0,Masculino,Santa Catarina,SC,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
29.0,Feminino,Rio Grande do Norte,RN,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
39.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outras Engenharias,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial
24.0,Masculino,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
25.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
27.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
35.0,Masculino,Paraná,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Modelo 100% presencial
29.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% presencial
27.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
31.0,Masculino,Fora do Brasil,Exterior,Exterior,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Sênior,Acima de R$ 40.001/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial
22.0,Feminino,Pernambuco,PE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
34.0,Masculino,Paraíba,PB,Nordeste,Graduação/Bacharelado,Outras Engenharias,Analista de Sistemas,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% presencial
35.0,Masculino,Mato Grosso,MT,Centro-Oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
36.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
26.0,Masculino,Espírito Santo,ES,Sudeste,Estudante de Graduação,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
25.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32.0,Masculino,Bahia,BA,Nordeste,Pós-graduação,Outras,Estatístico,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 1 a 2 anos,Modelo 100% remoto
24.0,Feminino,São Paulo,SP,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
27.0,Masculino,Santa Catarina,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
28.0,Feminino,Ceará,CE,Nordeste,Pós-graduação,Outras Engenharias,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
23.0,Masculino,Pernambuco,PE,Nordeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de BI,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% presencial
40.0,Masculino,Pernambuco,PE,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Outras Engenharias,Analista de BI,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
25.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
39.0,Masculino,Fora do Brasil,Exterior,Exterior,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Dados,Pleno,de R$ 25.001/mês a R$ 30.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
43.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outro,Sênior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
30.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Outras Engenharias,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
27.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
32.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Química / Física,Cientista de Dados,Sênior,Acima de R$ 40.001/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial
37.0,Masculino,Bahia,BA,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
27.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Outro,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
31.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Outras Engenharias,Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
27.0,Masculino,Rio de Janeiro,RJ,Sudeste,Estudante de Graduação,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
23.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Outras Engenharias,Analista de Negócios,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
30.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
35.0,Feminino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
21.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Modelo 100% remoto
29.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
25.0,Feminino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% remoto
36.0,Masculino,Santa Catarina,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
33.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
40.0,Masculino,Pernambuco,PE,Nordeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,Modelo 100% presencial
32.0,Feminino,,,Norte,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
25.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto
29.0,Masculino,São Paulo,SP,Sudeste,Não tenho graduação formal,,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
51.0,Masculino,São Paulo,SP,Sudeste,Doutorado ou Phd,Outras Engenharias,Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
29.0,Masculino,Bahia,BA,Nordeste,Não tenho graduação formal,,Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
42.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% presencial
25.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Engenheiro de Dados,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Modelo 100% remoto
25.0,Masculino,Rio Grande do Sul,RS,Sul,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% presencial
54.0,Masculino,Bahia,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% presencial
32.0,Masculino,Distrito Federal,DF,Centro-Oeste,Pós-graduação,Ciências Sociais,Analista de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% presencial
34.0,Masculino,São Paulo,SP,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,Paraná,PR,Sul,Não tenho graduação formal,,Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
33.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Modelo 100% presencial
31.0,Masculino,Santa Catarina,SC,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto
24.0,Feminino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
41.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outro,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32.0,Masculino,Paraná,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto
25.0,Feminino,Paraná,PR,Sul,Mestrado,Outras Engenharias,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto
28.0,Masculino,Pernambuco,PE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
24.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
